Discipline,Specialty,Year,OutDiscRef,OutDiscCit
Biology,Miscellaneous Biology,1959,0.87,0.75
Biology,Miscellaneous Biology,1960,0.83,0.71
Biology,Miscellaneous Biology,1961,0.76,0.71
Biology,Miscellaneous Biology,1962,0.8,0.67
Biology,Miscellaneous Biology,1963,0.81,0.72
Biology,Miscellaneous Biology,1964,0.85,0.64
Biology,Miscellaneous Biology,1965,0.8,0.74
Biology,Miscellaneous Biology,1966,0.71,0.65
Biology,Miscellaneous Biology,1967,0.76,0.67
Biology,Miscellaneous Biology,1968,0.69,0.52
Biology,Miscellaneous Biology,1969,0.77,0.65
Biology,Miscellaneous Biology,1970,0.75,0.72
Biology,Miscellaneous Biology,1971,0.77,0.65
Biology,Miscellaneous Biology,1972,0.75,0.61
Biology,Miscellaneous Biology,1973,0.73,0.63
Biology,Miscellaneous Biology,1974,0.76,0.65
Biology,Miscellaneous Biology,1975,0.69,0.62
Biology,Miscellaneous Biology,1976,0.78,0.67
Biology,Miscellaneous Biology,1977,0.76,0.62
Biology,Miscellaneous Biology,1978,0.72,0.67
Biology,Miscellaneous Biology,1979,0.71,0.67
Biology,Miscellaneous Biology,1980,0.71,0.64
Biology,Miscellaneous Biology,1981,0.67,0.61
Biology,Miscellaneous Biology,1982,0.66,0.63
Biology,Miscellaneous Biology,1983,0.71,0.65
Biology,Miscellaneous Biology,1984,0.68,0.62
Biology,Miscellaneous Biology,1985,0.72,0.66
Biology,Miscellaneous Biology,1986,0.69,0.66
Biology,Miscellaneous Biology,1987,0.74,0.61
Biology,Miscellaneous Biology,1988,0.74,0.68
Biology,Miscellaneous Biology,1989,0.72,0.69
Biology,Miscellaneous Biology,1990,0.68,0.63
Biology,Miscellaneous Biology,1991,0.69,0.62
Biology,Miscellaneous Biology,1992,0.67,0.6
Biology,Miscellaneous Biology,1993,0.67,0.59
Biology,Miscellaneous Biology,1994,0.7,0.58
Biology,Miscellaneous Biology,1995,0.69,0.57
Biology,Miscellaneous Biology,1996,0.64,0.57
Biology,Miscellaneous Biology,1997,0.6,0.52
Biology,Miscellaneous Biology,1998,0.69,0.6
Biology,Miscellaneous Biology,1999,0.68,0.67
Biology,Miscellaneous Biology,2000,0.68,0.67
Biology,Miscellaneous Biology,2001,0.73,0.68
Biology,Miscellaneous Biology,2002,0.71,0.68
Biology,Miscellaneous Biology,2003,0.72,0.68
Biology,Miscellaneous Biology,2004,0.71,0.69
Biology,Miscellaneous Biology,2005,0.73,0.74
Biology,Miscellaneous Biology,2006,0.72,0.67
Biology,Miscellaneous Biology,2007,0.7,0.68
Biology,Miscellaneous Biology,2008,0.69,0.68
Biology,Miscellaneous Biology,2009,0.69,0.72
Biology,Miscellaneous Biology,2010,0.69,0.7
Biology,Miscellaneous Biology,2011,0.67,0.69
Biology,Miscellaneous Biology,2012,0.67,0.67
Biology,Miscellaneous Biology,2013,0.68,0.68
Biology,Miscellaneous Biology,2014,0.68,0.69
Biology,Miscellaneous Zoology,1950,0.64,0.47
Biology,Miscellaneous Zoology,1951,0.66,0.54
Biology,Miscellaneous Zoology,1952,0.64,0.48
Biology,Miscellaneous Zoology,1953,0.59,0.42
Biology,Miscellaneous Zoology,1954,0.64,0.37
Biology,Miscellaneous Zoology,1955,0.74,0.55
Biology,Miscellaneous Zoology,1956,0.7,0.53
Biology,Miscellaneous Zoology,1957,0.72,0.49
Biology,Miscellaneous Zoology,1958,0.6,0.48
Biology,Miscellaneous Zoology,1959,0.66,0.51
Biology,Miscellaneous Zoology,1960,0.71,0.52
Biology,Miscellaneous Zoology,1961,0.74,0.54
Biology,Miscellaneous Zoology,1962,0.78,0.5
Biology,Miscellaneous Zoology,1963,0.73,0.53
Biology,Miscellaneous Zoology,1964,0.72,0.5
Biology,Miscellaneous Zoology,1965,0.76,0.52
Biology,Miscellaneous Zoology,1966,0.73,0.42
Biology,Miscellaneous Zoology,1967,0.7,0.47
Biology,Miscellaneous Zoology,1968,0.69,0.48
Biology,Miscellaneous Zoology,1969,0.68,0.47
Biology,Miscellaneous Zoology,1970,0.63,0.46
Biology,Miscellaneous Zoology,1971,0.65,0.49
Biology,Miscellaneous Zoology,1972,0.64,0.49
Biology,Miscellaneous Zoology,1973,0.63,0.46
Biology,Miscellaneous Zoology,1974,0.64,0.44
Biology,Miscellaneous Zoology,1975,0.54,0.34
Biology,Miscellaneous Zoology,1976,0.46,0.3
Biology,Miscellaneous Zoology,1977,0.45,0.29
Biology,Miscellaneous Zoology,1978,0.52,0.31
Biology,Miscellaneous Zoology,1979,0.48,0.3
Biology,Miscellaneous Zoology,1980,0.48,0.29
Biology,Miscellaneous Zoology,1981,0.44,0.29
Biology,Miscellaneous Zoology,1982,0.43,0.3
Biology,Miscellaneous Zoology,1983,0.42,0.28
Biology,Miscellaneous Zoology,1984,0.39,0.27
Biology,Miscellaneous Zoology,1985,0.41,0.29
Biology,Miscellaneous Zoology,1986,0.42,0.29
Biology,Miscellaneous Zoology,1987,0.4,0.31
Biology,Miscellaneous Zoology,1988,0.45,0.29
Biology,Miscellaneous Zoology,1989,0.38,0.3
Biology,Miscellaneous Zoology,1990,0.39,0.28
Biology,Miscellaneous Zoology,1991,0.37,0.28
Biology,Miscellaneous Zoology,1992,0.36,0.29
Biology,Miscellaneous Zoology,1993,0.35,0.28
Biology,Miscellaneous Zoology,1994,0.37,0.28
Biology,Miscellaneous Zoology,1995,0.35,0.27
Biology,Miscellaneous Zoology,1996,0.36,0.28
Biology,Miscellaneous Zoology,1997,0.33,0.27
Biology,Miscellaneous Zoology,1998,0.34,0.28
Biology,Miscellaneous Zoology,1999,0.37,0.29
Biology,Miscellaneous Zoology,2000,0.34,0.28
Biology,Miscellaneous Zoology,2001,0.33,0.28
Biology,Miscellaneous Zoology,2002,0.34,0.29
Biology,Miscellaneous Zoology,2003,0.35,0.3
Biology,Miscellaneous Zoology,2004,0.34,0.3
Biology,Miscellaneous Zoology,2005,0.36,0.33
Biology,Miscellaneous Zoology,2006,0.34,0.31
Biology,Miscellaneous Zoology,2007,0.34,0.28
Biology,Miscellaneous Zoology,2008,0.33,0.3
Biology,Miscellaneous Zoology,2009,0.33,0.31
Biology,Miscellaneous Zoology,2010,0.36,0.32
Biology,Miscellaneous Zoology,2011,0.34,0.31
Biology,Miscellaneous Zoology,2012,0.35,0.32
Biology,Miscellaneous Zoology,2013,0.33,0.3
Biology,Miscellaneous Zoology,2014,0.35,0.33
Biomedical Research,Anatomy & Morphology,1950,0.45,0.55
Biomedical Research,Anatomy & Morphology,1951,0.46,0.4
Biomedical Research,Anatomy & Morphology,1952,0.42,0.52
Biomedical Research,Anatomy & Morphology,1953,0.45,0.56
Biomedical Research,Anatomy & Morphology,1954,0.45,0.52
Biomedical Research,Anatomy & Morphology,1955,0.45,0.54
Biomedical Research,Anatomy & Morphology,1956,0.48,0.58
Biomedical Research,Anatomy & Morphology,1957,0.46,0.59
Biomedical Research,Anatomy & Morphology,1958,0.46,0.55
Biomedical Research,Anatomy & Morphology,1959,0.42,0.59
Biomedical Research,Anatomy & Morphology,1960,0.43,0.54
Biomedical Research,Anatomy & Morphology,1961,0.42,0.58
Biomedical Research,Anatomy & Morphology,1962,0.43,0.58
Biomedical Research,Anatomy & Morphology,1963,0.4,0.56
Biomedical Research,Anatomy & Morphology,1964,0.41,0.57
Biomedical Research,Anatomy & Morphology,1965,0.39,0.56
Biomedical Research,Anatomy & Morphology,1966,0.37,0.54
Biomedical Research,Anatomy & Morphology,1967,0.39,0.56
Biomedical Research,Anatomy & Morphology,1968,0.39,0.55
Biomedical Research,Anatomy & Morphology,1969,0.36,0.51
Biomedical Research,Anatomy & Morphology,1970,0.37,0.58
Biomedical Research,Anatomy & Morphology,1971,0.34,0.51
Biomedical Research,Anatomy & Morphology,1972,0.36,0.51
Biomedical Research,Anatomy & Morphology,1973,0.39,0.54
Biomedical Research,Anatomy & Morphology,1974,0.36,0.51
Biomedical Research,Anatomy & Morphology,1975,0.4,0.55
Biomedical Research,Anatomy & Morphology,1976,0.4,0.51
Biomedical Research,Anatomy & Morphology,1977,0.41,0.52
Biomedical Research,Anatomy & Morphology,1978,0.41,0.53
Biomedical Research,Anatomy & Morphology,1979,0.43,0.54
Biomedical Research,Anatomy & Morphology,1980,0.43,0.54
Biomedical Research,Anatomy & Morphology,1981,0.44,0.54
Biomedical Research,Anatomy & Morphology,1982,0.44,0.55
Biomedical Research,Anatomy & Morphology,1983,0.44,0.54
Biomedical Research,Anatomy & Morphology,1984,0.46,0.54
Biomedical Research,Anatomy & Morphology,1985,0.44,0.53
Biomedical Research,Anatomy & Morphology,1986,0.46,0.56
Biomedical Research,Anatomy & Morphology,1987,0.44,0.53
Biomedical Research,Anatomy & Morphology,1988,0.44,0.53
Biomedical Research,Anatomy & Morphology,1989,0.44,0.53
Biomedical Research,Anatomy & Morphology,1990,0.45,0.54
Biomedical Research,Anatomy & Morphology,1991,0.46,0.6
Biomedical Research,Anatomy & Morphology,1992,0.46,0.55
Biomedical Research,Anatomy & Morphology,1993,0.47,0.55
Biomedical Research,Anatomy & Morphology,1994,0.49,0.59
Biomedical Research,Anatomy & Morphology,1995,0.46,0.57
Biomedical Research,Anatomy & Morphology,1996,0.46,0.58
Biomedical Research,Anatomy & Morphology,1997,0.53,0.61
Biomedical Research,Anatomy & Morphology,1998,0.5,0.61
Biomedical Research,Anatomy & Morphology,1999,0.52,0.6
Biomedical Research,Anatomy & Morphology,2000,0.56,0.64
Biomedical Research,Anatomy & Morphology,2001,0.51,0.59
Biomedical Research,Anatomy & Morphology,2002,0.52,0.61
Biomedical Research,Anatomy & Morphology,2003,0.53,0.58
Biomedical Research,Anatomy & Morphology,2004,0.53,0.58
Biomedical Research,Anatomy & Morphology,2005,0.56,0.6
Biomedical Research,Anatomy & Morphology,2006,0.59,0.61
Biomedical Research,Anatomy & Morphology,2007,0.58,0.61
Biomedical Research,Anatomy & Morphology,2008,0.6,0.6
Biomedical Research,Anatomy & Morphology,2009,0.61,0.58
Biomedical Research,Anatomy & Morphology,2010,0.64,0.59
Biomedical Research,Anatomy & Morphology,2011,0.65,0.58
Biomedical Research,Anatomy & Morphology,2012,0.62,0.54
Biomedical Research,Anatomy & Morphology,2013,0.62,0.49
Biomedical Research,Anatomy & Morphology,2014,0.63,0.45
Biomedical Research,Biochemistry & Molecular Biology,1950,0.34,0.46
Biomedical Research,Biochemistry & Molecular Biology,1951,0.32,0.49
Biomedical Research,Biochemistry & Molecular Biology,1952,0.33,0.45
Biomedical Research,Biochemistry & Molecular Biology,1953,0.33,0.42
Biomedical Research,Biochemistry & Molecular Biology,1954,0.33,0.44
Biomedical Research,Biochemistry & Molecular Biology,1955,0.31,0.42
Biomedical Research,Biochemistry & Molecular Biology,1956,0.31,0.39
Biomedical Research,Biochemistry & Molecular Biology,1957,0.32,0.44
Biomedical Research,Biochemistry & Molecular Biology,1958,0.3,0.4
Biomedical Research,Biochemistry & Molecular Biology,1959,0.29,0.42
Biomedical Research,Biochemistry & Molecular Biology,1960,0.28,0.38
Biomedical Research,Biochemistry & Molecular Biology,1961,0.27,0.37
Biomedical Research,Biochemistry & Molecular Biology,1962,0.27,0.36
Biomedical Research,Biochemistry & Molecular Biology,1963,0.27,0.36
Biomedical Research,Biochemistry & Molecular Biology,1964,0.26,0.39
Biomedical Research,Biochemistry & Molecular Biology,1965,0.25,0.35
Biomedical Research,Biochemistry & Molecular Biology,1966,0.23,0.35
Biomedical Research,Biochemistry & Molecular Biology,1967,0.22,0.34
Biomedical Research,Biochemistry & Molecular Biology,1968,0.22,0.35
Biomedical Research,Biochemistry & Molecular Biology,1969,0.22,0.34
Biomedical Research,Biochemistry & Molecular Biology,1970,0.21,0.33
Biomedical Research,Biochemistry & Molecular Biology,1971,0.21,0.35
Biomedical Research,Biochemistry & Molecular Biology,1972,0.2,0.34
Biomedical Research,Biochemistry & Molecular Biology,1973,0.2,0.34
Biomedical Research,Biochemistry & Molecular Biology,1974,0.2,0.34
Biomedical Research,Biochemistry & Molecular Biology,1975,0.2,0.33
Biomedical Research,Biochemistry & Molecular Biology,1976,0.2,0.37
Biomedical Research,Biochemistry & Molecular Biology,1977,0.19,0.33
Biomedical Research,Biochemistry & Molecular Biology,1978,0.2,0.34
Biomedical Research,Biochemistry & Molecular Biology,1979,0.2,0.34
Biomedical Research,Biochemistry & Molecular Biology,1980,0.2,0.35
Biomedical Research,Biochemistry & Molecular Biology,1981,0.2,0.34
Biomedical Research,Biochemistry & Molecular Biology,1982,0.21,0.35
Biomedical Research,Biochemistry & Molecular Biology,1983,0.22,0.34
Biomedical Research,Biochemistry & Molecular Biology,1984,0.21,0.36
Biomedical Research,Biochemistry & Molecular Biology,1985,0.21,0.37
Biomedical Research,Biochemistry & Molecular Biology,1986,0.2,0.36
Biomedical Research,Biochemistry & Molecular Biology,1987,0.2,0.37
Biomedical Research,Biochemistry & Molecular Biology,1988,0.2,0.37
Biomedical Research,Biochemistry & Molecular Biology,1989,0.21,0.38
Biomedical Research,Biochemistry & Molecular Biology,1990,0.21,0.39
Biomedical Research,Biochemistry & Molecular Biology,1991,0.2,0.38
Biomedical Research,Biochemistry & Molecular Biology,1992,0.21,0.39
Biomedical Research,Biochemistry & Molecular Biology,1993,0.21,0.4
Biomedical Research,Biochemistry & Molecular Biology,1994,0.21,0.4
Biomedical Research,Biochemistry & Molecular Biology,1995,0.22,0.4
Biomedical Research,Biochemistry & Molecular Biology,1996,0.22,0.42
Biomedical Research,Biochemistry & Molecular Biology,1997,0.24,0.41
Biomedical Research,Biochemistry & Molecular Biology,1998,0.24,0.41
Biomedical Research,Biochemistry & Molecular Biology,1999,0.24,0.42
Biomedical Research,Biochemistry & Molecular Biology,2000,0.25,0.43
Biomedical Research,Biochemistry & Molecular Biology,2001,0.26,0.43
Biomedical Research,Biochemistry & Molecular Biology,2002,0.27,0.44
Biomedical Research,Biochemistry & Molecular Biology,2003,0.28,0.44
Biomedical Research,Biochemistry & Molecular Biology,2004,0.29,0.44
Biomedical Research,Biochemistry & Molecular Biology,2005,0.3,0.44
Biomedical Research,Biochemistry & Molecular Biology,2006,0.32,0.44
Biomedical Research,Biochemistry & Molecular Biology,2007,0.33,0.45
Biomedical Research,Biochemistry & Molecular Biology,2008,0.34,0.45
Biomedical Research,Biochemistry & Molecular Biology,2009,0.34,0.44
Biomedical Research,Biochemistry & Molecular Biology,2010,0.36,0.45
Biomedical Research,Biochemistry & Molecular Biology,2011,0.37,0.45
Biomedical Research,Biochemistry & Molecular Biology,2012,0.38,0.45
Biomedical Research,Biochemistry & Molecular Biology,2013,0.39,0.44
Biomedical Research,Biochemistry & Molecular Biology,2014,0.39,0.43
Biomedical Research,Biomedical Engineering,1959,0.46,0.44
Biomedical Research,Biomedical Engineering,1960,0.55,0.46
Biomedical Research,Biomedical Engineering,1961,0.42,0.58
Biomedical Research,Biomedical Engineering,1962,0.44,0.5
Biomedical Research,Biomedical Engineering,1963,0.55,0.73
Biomedical Research,Biomedical Engineering,1964,0.54,0.54
Biomedical Research,Biomedical Engineering,1965,0.41,0.57
Biomedical Research,Biomedical Engineering,1966,0.48,0.55
Biomedical Research,Biomedical Engineering,1967,0.54,0.54
Biomedical Research,Biomedical Engineering,1968,0.47,0.52
Biomedical Research,Biomedical Engineering,1969,0.51,0.54
Biomedical Research,Biomedical Engineering,1970,0.45,0.57
Biomedical Research,Biomedical Engineering,1971,0.48,0.53
Biomedical Research,Biomedical Engineering,1972,0.51,0.64
Biomedical Research,Biomedical Engineering,1973,0.5,0.62
Biomedical Research,Biomedical Engineering,1974,0.5,0.61
Biomedical Research,Biomedical Engineering,1975,0.52,0.57
Biomedical Research,Biomedical Engineering,1976,0.54,0.56
Biomedical Research,Biomedical Engineering,1977,0.55,0.56
Biomedical Research,Biomedical Engineering,1978,0.57,0.55
Biomedical Research,Biomedical Engineering,1979,0.54,0.51
Biomedical Research,Biomedical Engineering,1980,0.54,0.53
Biomedical Research,Biomedical Engineering,1981,0.51,0.51
Biomedical Research,Biomedical Engineering,1982,0.5,0.51
Biomedical Research,Biomedical Engineering,1983,0.48,0.49
Biomedical Research,Biomedical Engineering,1984,0.44,0.46
Biomedical Research,Biomedical Engineering,1985,0.41,0.45
Biomedical Research,Biomedical Engineering,1986,0.42,0.47
Biomedical Research,Biomedical Engineering,1987,0.41,0.5
Biomedical Research,Biomedical Engineering,1988,0.42,0.48
Biomedical Research,Biomedical Engineering,1989,0.4,0.49
Biomedical Research,Biomedical Engineering,1990,0.38,0.49
Biomedical Research,Biomedical Engineering,1991,0.4,0.5
Biomedical Research,Biomedical Engineering,1992,0.4,0.51
Biomedical Research,Biomedical Engineering,1993,0.41,0.52
Biomedical Research,Biomedical Engineering,1994,0.41,0.52
Biomedical Research,Biomedical Engineering,1995,0.41,0.55
Biomedical Research,Biomedical Engineering,1996,0.41,0.56
Biomedical Research,Biomedical Engineering,1997,0.41,0.56
Biomedical Research,Biomedical Engineering,1998,0.43,0.56
Biomedical Research,Biomedical Engineering,1999,0.43,0.58
Biomedical Research,Biomedical Engineering,2000,0.43,0.57
Biomedical Research,Biomedical Engineering,2001,0.43,0.58
Biomedical Research,Biomedical Engineering,2002,0.44,0.6
Biomedical Research,Biomedical Engineering,2003,0.44,0.58
Biomedical Research,Biomedical Engineering,2004,0.47,0.59
Biomedical Research,Biomedical Engineering,2005,0.47,0.61
Biomedical Research,Biomedical Engineering,2006,0.47,0.61
Biomedical Research,Biomedical Engineering,2007,0.48,0.61
Biomedical Research,Biomedical Engineering,2008,0.52,0.63
Biomedical Research,Biomedical Engineering,2009,0.52,0.62
Biomedical Research,Biomedical Engineering,2010,0.52,0.61
Biomedical Research,Biomedical Engineering,2011,0.53,0.6
Biomedical Research,Biomedical Engineering,2012,0.53,0.59
Biomedical Research,Biomedical Engineering,2013,0.53,0.59
Biomedical Research,Biomedical Engineering,2014,0.55,0.6
Biomedical Research,Biophysics,1950,0.49,0.4
Biomedical Research,Biophysics,1951,0.55,0.4
Biomedical Research,Biophysics,1953,0.53,0.5
Biomedical Research,Biophysics,1954,0.37,0.38
Biomedical Research,Biophysics,1960,0.33,0.4
Biomedical Research,Biophysics,1961,0.3,0.6
Biomedical Research,Biophysics,1962,0.28,0.44
Biomedical Research,Biophysics,1963,0.36,0.39
Biomedical Research,Biophysics,1964,0.33,0.45
Biomedical Research,Biophysics,1965,0.42,0.48
Biomedical Research,Biophysics,1966,0.33,0.54
Biomedical Research,Biophysics,1967,0.35,0.57
Biomedical Research,Biophysics,1968,0.31,0.4
Biomedical Research,Biophysics,1969,0.34,0.47
Biomedical Research,Biophysics,1970,0.33,0.53
Biomedical Research,Biophysics,1971,0.35,0.48
Biomedical Research,Biophysics,1972,0.3,0.47
Biomedical Research,Biophysics,1973,0.34,0.49
Biomedical Research,Biophysics,1974,0.31,0.49
Biomedical Research,Biophysics,1975,0.3,0.41
Biomedical Research,Biophysics,1976,0.27,0.44
Biomedical Research,Biophysics,1977,0.25,0.44
Biomedical Research,Biophysics,1978,0.27,0.44
Biomedical Research,Biophysics,1979,0.28,0.42
Biomedical Research,Biophysics,1980,0.29,0.44
Biomedical Research,Biophysics,1981,0.25,0.44
Biomedical Research,Biophysics,1982,0.3,0.46
Biomedical Research,Biophysics,1983,0.27,0.44
Biomedical Research,Biophysics,1984,0.24,0.42
Biomedical Research,Biophysics,1985,0.3,0.45
Biomedical Research,Biophysics,1986,0.24,0.4
Biomedical Research,Biophysics,1987,0.24,0.44
Biomedical Research,Biophysics,1988,0.25,0.43
Biomedical Research,Biophysics,1989,0.25,0.44
Biomedical Research,Biophysics,1990,0.25,0.44
Biomedical Research,Biophysics,1991,0.25,0.45
Biomedical Research,Biophysics,1992,0.25,0.43
Biomedical Research,Biophysics,1993,0.25,0.45
Biomedical Research,Biophysics,1994,0.26,0.45
Biomedical Research,Biophysics,1995,0.28,0.46
Biomedical Research,Biophysics,1996,0.27,0.48
Biomedical Research,Biophysics,1997,0.29,0.48
Biomedical Research,Biophysics,1998,0.28,0.47
Biomedical Research,Biophysics,1999,0.28,0.48
Biomedical Research,Biophysics,2000,0.29,0.47
Biomedical Research,Biophysics,2001,0.31,0.5
Biomedical Research,Biophysics,2002,0.3,0.48
Biomedical Research,Biophysics,2003,0.33,0.51
Biomedical Research,Biophysics,2004,0.31,0.5
Biomedical Research,Biophysics,2005,0.32,0.51
Biomedical Research,Biophysics,2006,0.34,0.5
Biomedical Research,Biophysics,2007,0.37,0.53
Biomedical Research,Biophysics,2008,0.36,0.51
Biomedical Research,Biophysics,2009,0.38,0.52
Biomedical Research,Biophysics,2010,0.38,0.5
Biomedical Research,Biophysics,2011,0.4,0.5
Biomedical Research,Biophysics,2012,0.42,0.52
Biomedical Research,Biophysics,2013,0.43,0.5
Biomedical Research,Biophysics,2014,0.46,0.52
Biomedical Research,Cellular Biology Cytology & Histology,1950,0.3,0.41
Biomedical Research,Cellular Biology Cytology & Histology,1951,0.33,0.44
Biomedical Research,Cellular Biology Cytology & Histology,1952,0.34,0.39
Biomedical Research,Cellular Biology Cytology & Histology,1953,0.32,0.38
Biomedical Research,Cellular Biology Cytology & Histology,1954,0.37,0.4
Biomedical Research,Cellular Biology Cytology & Histology,1955,0.32,0.4
Biomedical Research,Cellular Biology Cytology & Histology,1956,0.32,0.38
Biomedical Research,Cellular Biology Cytology & Histology,1957,0.34,0.4
Biomedical Research,Cellular Biology Cytology & Histology,1958,0.32,0.41
Biomedical Research,Cellular Biology Cytology & Histology,1959,0.3,0.41
Biomedical Research,Cellular Biology Cytology & Histology,1960,0.29,0.43
Biomedical Research,Cellular Biology Cytology & Histology,1961,0.29,0.43
Biomedical Research,Cellular Biology Cytology & Histology,1962,0.28,0.44
Biomedical Research,Cellular Biology Cytology & Histology,1963,0.29,0.43
Biomedical Research,Cellular Biology Cytology & Histology,1964,0.27,0.4
Biomedical Research,Cellular Biology Cytology & Histology,1965,0.25,0.42
Biomedical Research,Cellular Biology Cytology & Histology,1966,0.27,0.41
Biomedical Research,Cellular Biology Cytology & Histology,1967,0.24,0.4
Biomedical Research,Cellular Biology Cytology & Histology,1968,0.25,0.43
Biomedical Research,Cellular Biology Cytology & Histology,1969,0.24,0.43
Biomedical Research,Cellular Biology Cytology & Histology,1970,0.24,0.41
